,Edad,Ingreso Anual (€),Porcentaje Ahorro (%),Ahorro Actual (€),Gasto Mensual (€),Vida Esperada (años),Edad de Jubilación,Años Hasta Jubilación
2720,61,31014.59,14.62,185933.7,2206.64,83.75,63,2
2721,35,59616.22,10.13,90628.82,4464.52,86.24,64,29
2722,43,17586.4,25.61,103604.92,1090.15,84.42,63,20
2723,61,19761.51,23.55,190807.38,1258.97,81.01,66,5
2724,26,19541.32,29.52,34610.21,1147.75,80.45,61,35
2725,63,72656.31,18.35,573353.04,4943.54,90.0,64,1
2726,27,17153.28,7.23,8681.45,1326.09,82.63,67,40
2727,35,45935.07,14.19,97801.84,3284.58,81.94,65,30
2728,29,21634.57,25.97,50558.54,1334.75,78.15,66,37
2729,50,23983.82,14.92,107362.94,1700.42,80.8,67,17
2730,64,33328.24,16.39,240377.5,2322.09,87.04,64,0
2731,63,18281.5,15.3,120268.29,1290.38,82.51,62,0
2732,48,35999.52,10.88,109713.96,2673.43,88.75,64,16
2733,50,19179.48,6.83,39298.06,1489.13,83.95,65,15
2734,28,15000.0,9.51,11416.81,1131.07,82.78,64,36
2735,55,36619.9,14.1,180700.97,2621.42,80.01,64,9
2736,55,29886.42,11.14,116484.72,2213.19,82.54,66,11
2737,46,16431.31,19.32,82530.85,1104.75,77.99,61,15
2738,50,39197.88,20.35,239275.33,2601.84,85.39,64,14
2739,55,15000.0,19.25,101071.17,1009.35,81.98,64,9
2740,58,27212.82,7.12,73657.78,2106.2,81.04,63,5
2741,31,15000.0,21.67,35757.99,979.11,80.94,64,33
2742,40,18130.67,14.61,52994.1,1290.08,85.67,64,24
2743,51,15000.0,26.95,125335.96,913.08,79.1,67,16
2744,54,15000.0,18.14,92515.83,1023.25,87.34,64,10
2745,32,22298.08,7.11,19032.39,1726.0,80.07,64,32
2746,48,26004.57,5.23,38084.38,2053.7,85.37,63,15
2747,23,29953.36,22.56,20274.96,1932.92,79.87,61,38
2748,62,22044.98,15.01,139001.6,1561.28,79.31,63,1
2749,25,27321.55,12.2,16666.01,1999.03,89.6,61,36
2750,33,15000.0,16.18,31549.98,1047.76,85.52,66,33
2751,32,15000.0,6.81,12257.68,1164.88,82.63,63,31
2752,21,21831.11,14.8,3230.92,1550.02,75.0,67,46
2753,63,15000.0,12.87,82995.34,1089.16,84.19,67,4
2754,39,22087.61,25.0,104936.0,1380.39,87.18,65,26
2755,49,15914.66,9.37,43251.13,1201.94,83.02,67,18
2756,59,20347.97,23.91,189726.32,1290.27,82.18,67,8
2757,62,15000.0,17.51,110313.4,1031.12,83.02,66,4
2758,45,15000.0,7.05,26427.0,1161.91,84.24,65,20
2759,36,15390.19,29.24,72006.31,907.48,79.16,67,31
2760,37,15000.0,23.36,59555.87,958.06,81.96,66,29
2761,48,15000.0,11.5,48309.9,1106.22,82.69,62,14
2762,59,28037.16,19.54,213701.92,1879.8,86.81,64,5
2763,63,35798.65,27.5,423294.17,2162.88,75.0,65,2
2764,25,34118.59,28.27,48226.93,2039.43,86.95,65,40
2765,21,20492.61,23.28,4770.46,1310.18,75.0,64,43
2766,23,20285.21,23.19,14113.49,1298.39,78.77,65,42
2767,44,23147.43,11.93,66298.1,1698.75,82.01,62,18
2768,49,15877.94,29.74,136959.51,929.6,85.64,65,16
2769,35,15000.0,11.09,24945.82,1111.41,87.55,64,29
2770,24,39884.26,7.24,11542.76,3083.21,78.69,66,42
2771,64,22185.05,29.43,287322.59,1304.58,85.05,65,1
2772,21,21513.66,8.82,1897.75,1634.66,77.77,62,41
2773,35,18800.79,18.04,50875.88,1284.09,76.36,64,29
2774,44,29638.18,16.71,118833.1,2057.23,89.85,66,22
2775,51,20763.74,26.21,168676.28,1276.88,89.63,64,13
2776,40,17245.52,14.92,51448.5,1222.76,80.47,65,25
2777,30,18623.59,17.55,32692.85,1279.53,75.0,67,37
2778,31,22752.97,6.09,15250.83,1780.54,76.43,62,31
2779,38,15000.0,10.2,27529.02,1122.55,87.56,63,25
2780,54,44672.53,25.82,392245.46,2761.32,84.1,64,10
2781,48,16259.87,16.96,77210.46,1125.2,76.67,66,18
2782,58,15000.0,10.77,61407.77,1115.33,82.91,64,6
2783,36,18233.93,14.22,41493.67,1303.38,78.13,62,26
2784,44,34702.93,12.13,101005.45,2541.2,75.0,64,20
2785,59,19259.24,18.91,142001.33,1301.52,76.74,65,6
2786,32,39422.99,6.29,29738.26,3078.73,87.39,66,34
2787,62,18679.19,10.62,83349.97,1391.22,75.0,67,5
2788,27,15000.0,13.87,14567.83,1076.57,81.32,66,39
2789,56,15000.0,28.21,152308.9,897.43,76.5,64,8
2790,37,15629.99,20.58,54688.29,1034.42,87.93,63,26
2791,24,30463.68,17.61,21454.16,2091.68,81.05,67,43
2792,57,17515.62,9.77,63321.03,1317.02,87.12,65,8
2793,53,15000.0,18.95,93784.31,1013.17,78.38,65,12
2794,39,15000.0,28.23,80441.93,897.18,83.06,64,25
2795,46,15000.0,19.16,74715.16,1010.53,78.69,63,17
2796,31,83018.07,9.12,83277.8,6287.28,75.21,65,34
2797,51,15143.36,29.93,140495.09,884.27,77.76,66,15
2798,21,27484.2,17.47,4801.88,1890.19,79.87,64,43
2799,60,15000.0,12.99,77933.29,1087.64,75.5,65,5
2800,56,40693.36,17.58,257604.63,2794.81,85.96,61,5
2801,49,15000.0,11.59,50426.37,1105.1,77.75,67,18
2802,45,56126.8,5.76,80813.18,4407.86,87.21,67,22
2803,38,59039.99,27.24,289463.95,3579.89,78.2,64,26
2804,23,15000.0,15.72,7074.84,1053.48,80.2,64,41
2805,38,40925.95,23.82,175491.18,2598.04,77.89,63,25
2806,27,56314.16,29.28,115426.95,3318.72,81.92,63,36
2807,48,15000.0,20.81,87421.7,989.82,77.97,65,17
2808,37,15000.0,22.29,56840.54,971.37,77.52,65,28
2809,45,15000.0,28.58,107178.84,892.74,89.44,64,19
2810,38,15000.0,17.91,48367.43,1026.08,87.92,64,26
2811,60,15000.0,13.0,77984.98,1087.53,90.0,65,5
2812,63,18638.87,28.03,224689.38,1117.79,81.39,67,4
2813,23,15000.0,6.72,3026.18,1165.94,75.0,62,39
2814,45,31128.12,10.37,80662.29,2325.14,81.65,65,20
2815,27,22364.65,13.53,21184.09,1611.53,78.22,62,35
2816,30,27233.27,24.55,66865.27,1712.23,79.66,64,34
2817,64,36856.75,27.6,447548.44,2223.77,81.79,64,0
2818,64,25123.11,16.29,180123.97,1752.45,90.0,63,0
2819,39,19693.86,12.15,45475.22,1441.7,82.5,63,24
2820,35,15000.0,13.83,31118.1,1077.12,90.0,64,29
2821,41,34501.48,21.41,155148.77,2259.45,78.62,62,21
2822,41,25215.8,8.95,47394.04,1913.25,89.4,63,22
2823,57,24572.63,18.69,169888.65,1665.09,82.84,62,5
2824,48,16274.92,19.71,89822.94,1088.91,75.0,63,15
2825,52,25593.97,22.7,185885.04,1648.75,82.89,65,13
2826,61,15000.0,20.1,123599.3,998.78,85.52,66,5
2827,47,25719.49,7.42,51553.45,1984.18,75.0,66,19
2828,43,19295.08,22.22,98609.31,1250.64,80.61,64,21
2829,30,31501.08,5.54,17463.21,2479.56,79.42,67,37
2830,60,15000.0,14.76,88546.32,1065.53,86.84,63,3
2831,61,22556.66,15.43,142668.48,1589.74,79.81,62,1
2832,26,31301.0,7.92,14866.28,2401.94,80.08,67,41
2833,44,22863.23,5.25,28788.07,1805.31,77.63,65,21
2834,38,15000.0,6.78,18303.42,1165.26,77.24,64,26
2835,30,15179.96,16.16,24527.02,1060.6,77.09,67,37
2836,35,41506.93,11.01,68541.58,3078.12,76.03,66,31
2837,63,21260.65,6.72,61475.99,1652.58,75.76,66,3
2838,54,15000.0,11.41,58191.69,1107.37,89.47,63,9
2839,28,41238.13,18.22,60110.55,2810.36,88.97,67,39
2840,55,47802.56,23.55,394070.65,3045.28,87.74,65,10
2841,47,15000.0,15.3,61965.14,1058.75,82.37,66,19
2842,45,17128.71,20.33,87051.22,1137.22,79.87,64,19
2843,23,18542.39,19.92,11080.44,1237.41,84.6,63,40
2844,41,28756.06,27.41,165509.84,1739.55,89.36,64,23
2845,59,20126.96,9.48,74451.54,1518.16,83.13,65,6
2846,52,23416.94,16.91,126719.46,1621.41,80.03,65,13
2847,41,20475.44,20.8,89418.43,1351.45,84.95,64,23
2848,29,66167.57,17.99,107150.12,4521.83,90.0,65,36
2849,21,29341.48,16.26,4770.5,2047.58,78.05,66,45
2850,24,19019.04,29.34,22318.06,1119.96,76.79,65,41
2851,24,19169.47,28.55,21891.8,1141.38,88.12,63,39
2852,46,27905.28,20.29,147185.3,1853.69,87.18,64,18
2853,54,15000.0,15.99,81545.9,1050.13,76.79,66,12
2854,47,25211.75,23.88,162586.28,1599.17,83.55,67,20
2855,35,23852.36,17.82,63769.41,1633.42,80.29,65,30
2856,52,15000.0,29.89,143468.35,876.38,75.77,67,15
2857,61,15000.0,22.15,136212.86,973.14,76.04,63,2
2858,27,15000.0,6.7,7039.2,1166.2,79.13,63,36
2859,64,19638.39,15.05,130026.1,1390.27,82.8,64,0
2860,64,34665.82,23.26,354732.28,2216.98,85.52,65,1
2861,34,17595.41,26.06,64193.2,1084.18,80.02,64,30
2862,43,33962.12,25.33,197893.01,2113.17,80.65,64,21
2863,21,18336.78,29.43,5396.69,1078.34,84.9,64,43
2864,52,15000.0,17.23,82694.46,1034.65,80.47,64,12
2865,61,15000.0,8.5,52285.31,1143.73,80.69,62,1
2866,46,15000.0,21.31,83093.71,983.67,87.84,67,21
2867,29,23632.27,6.77,14396.43,1836.06,80.11,66,37
2868,36,21529.91,29.34,101063.39,1267.79,78.93,66,30
2869,51,19456.09,23.96,144532.12,1232.81,78.99,64,13
2870,22,19865.13,29.55,11741.76,1166.19,81.15,64,42
2871,52,38273.78,14.43,176749.25,2729.2,88.36,67,15
2872,30,56375.37,5.39,30414.05,4444.5,84.17,67,37
2873,45,15231.0,18.03,68662.28,1040.38,81.38,67,22
2874,38,20049.21,8.03,28977.61,1536.61,81.46,65,27
2875,54,15000.0,21.99,112152.53,975.12,85.86,63,9
2876,49,21866.89,17.44,110586.27,1504.46,81.43,65,16
2877,44,18817.56,23.84,107649.28,1194.35,81.36,65,21
2878,23,24522.18,12.28,9031.56,1792.64,83.67,67,44
2879,35,34171.65,25.73,131881.06,2114.96,78.42,64,29
2880,23,15000.0,21.27,9571.73,984.12,90.0,63,40
2881,51,19805.67,29.69,182306.26,1160.4,90.0,63,12
2882,30,19177.79,9.46,18149.71,1446.9,82.43,63,33
2883,58,23846.48,6.28,56901.06,1862.42,81.41,65,7
2884,42,44365.42,26.28,256466.48,2725.65,77.58,66,24
2885,34,15910.82,13.46,29985.2,1147.42,82.38,64,30
2886,29,29869.53,15.78,42423.82,2096.31,77.04,63,34
2887,38,50822.72,28.14,257442.87,3043.36,81.24,64,26
2888,28,15000.0,16.02,19220.9,1049.78,85.72,65,37
2889,58,23709.31,12.45,112173.06,1729.78,87.18,65,7
2890,35,23606.29,6.49,22971.48,1839.57,89.29,65,30
2891,35,15000.0,16.07,36165.11,1049.08,84.31,63,28
2892,26,29424.5,21.37,37734.78,1927.95,77.61,67,41
2893,32,38613.45,11.73,54349.4,2840.36,89.36,64,32
2894,62,15772.1,22.94,151990.7,1012.77,86.81,64,2
2895,39,19056.81,16.96,61396.34,1318.79,79.97,67,28
2896,60,15000.0,26.45,158716.09,919.34,77.03,67,7
2897,25,37271.93,9.04,16853.32,2825.11,82.98,66,41
2898,47,33951.25,23.93,219334.84,2152.31,88.53,63,16
2899,30,15000.0,28.31,42470.72,896.08,79.87,66,36
2900,63,15000.0,23.53,151800.42,955.81,82.78,64,1
2901,34,18054.01,15.15,38288.59,1276.59,84.98,63,29
2902,54,42024.16,10.76,153761.12,3125.15,75.0,67,13
2903,35,21245.88,7.46,23771.54,1638.43,78.92,63,28
2904,49,23763.04,21.06,145125.2,1563.23,90.0,67,18
2905,46,23764.67,8.57,52960.84,1810.64,75.0,61,15
2906,47,43754.2,25.96,306653.57,2699.72,88.02,64,17
2907,23,18277.79,29.02,15911.79,1081.16,87.96,61,38
2908,23,20581.82,8.39,5183.36,1571.17,84.13,67,44
2909,55,39623.74,14.4,199722.0,2826.45,82.73,62,7
2910,55,39410.27,28.43,392176.72,2350.43,75.0,65,10
2911,26,15000.0,16.77,15090.85,1040.4,84.44,65,39
2912,34,15000.0,18.39,38609.34,1020.18,79.85,66,32
2913,46,21947.29,23.69,135170.18,1395.7,88.06,66,20
2914,23,30435.17,10.26,9370.99,2275.96,83.69,61,38
2915,53,25784.75,29.48,250833.57,1515.31,75.0,64,11
2916,62,16219.43,24.52,167048.4,1020.17,78.16,64,2
2917,33,55936.13,9.03,65694.94,4240.22,75.0,67,34
2918,49,15000.0,7.78,33828.82,1152.79,75.34,66,17
2919,29,15000.0,28.37,38304.71,895.33,86.31,66,37
2920,52,39231.82,22.13,277770.04,2545.96,80.78,64,12
2921,42,17851.63,5.96,23423.49,1398.91,78.38,67,25
2922,42,51497.26,8.55,96862.73,3924.53,81.86,61,19
2923,54,19442.59,6.2,40956.76,1519.83,80.09,63,9
2924,30,18141.29,29.35,53248.39,1068.04,82.78,65,35
2925,45,28234.97,17.45,123148.76,1942.42,90.0,65,20
2926,32,33775.82,16.55,67093.82,2348.72,81.91,65,33
2927,23,64878.83,28.89,56239.18,3844.37,87.6,64,41
2928,39,33894.35,17.62,113445.1,2326.96,75.0,63,24
2929,53,37629.33,17.94,222821.21,2573.1,80.11,63,10
2930,46,16490.29,29.6,126919.69,967.4,75.75,63,17
2931,33,35576.57,7.79,36008.99,2733.89,83.19,64,31
2932,27,30115.61,29.64,62492.02,1765.68,85.85,66,39
2933,54,16469.95,9.14,51192.93,1247.02,86.38,64,10
2934,42,15000.0,16.82,55515.2,1039.72,81.33,67,25
2935,40,15000.0,13.44,40321.03,1082.0,88.07,62,22
2936,63,17012.54,28.89,211308.94,1008.2,83.59,63,0
2937,43,19986.33,17.14,78778.98,1380.1,84.86,62,19
2938,34,31982.48,5.58,24963.95,2516.61,79.63,65,31
2939,50,35364.03,10.54,111845.24,2636.32,79.34,62,12
2940,43,52807.5,15.77,191541.75,3706.63,80.48,66,23
2941,39,27261.35,21.91,113485.01,1774.04,88.43,61,22
2942,59,15000.0,19.05,111428.31,1011.91,79.63,64,5
2943,61,15000.0,26.25,161423.55,921.9,75.0,64,3
2944,56,19641.79,25.71,181802.45,1215.98,80.98,63,7
2945,26,37622.45,19.76,44611.35,2515.6,79.02,65,39
2946,43,30056.38,19.28,133301.86,2021.72,87.23,64,21
2947,30,15070.13,11.95,18015.01,1105.72,82.8,63,33
2948,55,15000.0,28.95,151975.14,888.15,84.3,66,11
2949,41,16039.97,6.92,23313.61,1244.15,87.42,65,24
2950,52,15000.0,14.93,71643.63,1063.43,83.56,61,9
2951,50,20747.49,21.52,133951.4,1356.87,77.13,65,15
2952,53,27514.43,28.64,260058.73,1636.16,83.94,63,10
2953,26,25538.77,17.54,26874.32,1754.98,88.05,67,41
2954,25,17368.86,27.4,23793.59,1050.85,82.01,66,41
2955,35,22338.96,7.62,25533.41,1719.73,82.4,65,30
2956,63,15000.0,18.29,117967.95,1021.38,79.44,62,0
2957,45,15632.56,12.9,50419.95,1134.65,83.03,67,22
2958,33,25732.84,24.89,83271.84,1610.61,84.31,62,29
2959,26,67838.91,16.12,65633.62,4741.66,87.84,64,38
2960,57,43196.43,16.88,269808.61,2992.03,90.0,65,8
2961,22,15000.0,6.62,1985.87,1167.26,84.57,64,42
2962,37,33596.8,15.95,91099.15,2353.17,89.58,67,30
2963,44,24045.17,7.02,40515.44,1863.09,83.72,66,22
2964,32,24383.49,12.49,36543.2,1778.19,85.1,62,30
2965,64,78912.93,8.17,283746.93,6038.68,90.0,65,1
2966,34,17280.26,13.36,32325.9,1247.61,81.57,62,28
2967,27,28680.03,10.68,21450.64,2134.64,76.43,66,39
2968,46,32344.91,12.13,102005.17,2368.47,90.0,66,20
2969,52,15561.53,8.71,43371.32,1183.85,85.4,64,12
2970,49,15000.0,15.99,69557.33,1050.12,76.22,66,17
2971,59,15000.0,17.44,102020.56,1032.01,81.28,65,6
2972,29,25021.17,25.92,58360.82,1544.72,84.33,65,36
2973,34,34480.04,18.47,89161.55,2342.61,78.32,64,30
2974,37,28869.95,10.72,52607.39,2147.95,75.87,62,25
2975,45,28695.78,23.4,167851.62,1831.81,86.12,65,20
2976,50,26034.3,12.43,97091.04,1899.83,75.0,63,13
2977,49,15000.0,23.91,104008.12,951.13,79.42,65,16
2978,49,21723.27,14.68,92474.64,1544.54,79.3,65,16
2979,38,30152.91,17.84,96837.2,2064.42,77.04,63,25
2980,51,27877.98,17.59,152049.44,1914.43,80.26,63,12
2981,39,49995.67,28.89,274439.76,2962.62,81.01,64,25
2982,37,16463.6,8.84,24746.06,1250.66,75.0,65,28
2983,26,16616.06,28.46,28377.46,990.54,83.38,66,40
2984,32,15502.26,19.05,35437.64,1045.76,86.12,64,32
2985,58,15000.0,29.84,170100.62,876.97,89.35,64,6
2986,23,29943.03,19.33,17362.58,2012.96,81.75,64,41
2987,55,22073.08,21.41,165399.99,1445.61,75.0,64,9
2988,53,19500.04,23.74,152763.03,1239.24,86.19,65,12
2989,49,15000.0,25.54,111119.57,930.69,82.36,65,16
2990,23,29021.92,16.94,14748.15,2008.82,85.77,64,41
2991,25,22218.13,21.96,24400.89,1444.83,82.55,65,40
2992,34,47685.21,20.37,136002.53,3164.23,84.77,65,31
2993,56,22294.75,15.18,121813.69,1575.92,77.47,65,9
2994,48,27160.26,25.52,194075.9,1685.75,76.24,64,16
2995,61,48340.22,9.81,194453.26,3633.12,81.36,62,1
2996,52,18673.26,9.18,54844.22,1413.28,81.82,65,13
2997,38,17732.24,23.41,74723.14,1131.75,77.98,66,28
2998,62,44949.23,20.94,395265.36,2961.51,78.06,63,1
2999,60,15000.0,12.94,77649.07,1088.23,77.88,66,6
3000,33,19345.04,20.88,52505.76,1275.51,87.83,65,32
3001,22,19108.72,24.27,9273.91,1205.98,77.2,63,41
3002,45,15000.0,10.42,39090.58,1119.7,84.56,63,18
3003,40,28686.77,19.53,112078.38,1923.57,78.04,63,23
3004,27,16563.34,25.62,29700.8,1026.7,84.28,66,39
3005,31,23217.84,15.28,39027.0,1639.16,88.82,63,32
3006,25,15000.0,19.29,14470.06,1008.83,87.55,65,40
3007,49,25405.87,6.96,51304.2,1969.73,80.53,65,16
3008,38,62307.64,25.76,288927.34,3854.68,83.36,65,27
3009,28,21457.02,24.9,42747.81,1342.8,79.79,67,39
3010,47,21917.02,16.41,97086.21,1526.77,86.71,67,20
3011,62,15000.0,7.98,50281.62,1150.23,81.62,65,3
3012,22,33564.95,21.51,14439.62,2195.43,88.81,62,40
3013,55,21096.21,19.32,142685.84,1418.29,77.22,63,8
3014,46,26807.54,27.99,195068.23,1608.74,78.01,67,21
3015,43,35404.16,12.0,97676.51,2596.45,85.18,62,19
3016,25,20120.14,5.81,5843.05,1579.29,84.18,66,41
3017,36,36697.81,11.37,66751.8,2710.49,90.0,65,29
3018,62,37916.59,15.7,249984.99,2663.71,80.72,62,0
3019,31,26106.2,8.89,25518.09,1982.2,79.23,67,36
3020,39,24336.23,29.49,136373.94,1429.89,79.13,67,28
3021,36,22335.6,10.56,37737.42,1664.75,80.57,65,29
3022,52,29167.87,21.95,204842.68,1897.21,83.81,64,12
3023,32,28518.49,16.35,55962.92,1987.91,75.0,65,33
3024,22,15000.0,18.88,5663.61,1014.02,75.83,65,43
3025,63,15743.01,28.32,191691.71,940.42,83.13,65,2
3026,42,35547.12,18.29,143025.47,2420.5,83.86,66,24
3027,46,24936.17,12.63,81889.68,1815.55,80.38,62,16
3028,53,19759.58,10.52,68599.69,1473.4,84.28,62,9
3029,44,53154.0,27.3,348262.73,3220.25,75.0,63,19
3030,25,33057.24,29.67,49037.32,1937.48,78.28,64,39
3031,41,37794.32,11.3,89652.62,2793.76,78.17,65,24
3032,38,19725.55,23.05,81835.44,1264.93,77.61,63,25
3033,59,26708.56,17.64,183783.95,1833.01,86.16,65,6
3034,25,21147.61,22.46,23753.61,1366.41,86.75,63,38
3035,28,15000.0,29.11,34926.44,886.18,75.0,64,36
3036,41,24305.86,11.9,60751.4,1784.41,75.0,67,26
3037,25,21400.98,23.5,25144.71,1364.34,82.64,67,42
3038,33,21223.06,15.95,44002.36,1486.52,79.02,67,34
3039,39,36147.3,21.31,146379.83,2370.26,81.33,65,26
3040,49,20839.81,15.17,91658.18,1473.26,83.61,65,16
3041,22,22811.76,22.71,10360.37,1469.3,90.0,66,44
3042,57,23374.09,13.44,116213.38,1686.1,81.63,62,5
3043,46,28320.56,17.21,126714.92,1953.91,86.29,67,21
3044,49,25565.91,22.72,168447.46,1646.45,79.83,64,15
3045,25,31054.28,6.07,9421.35,2430.83,84.29,65,40
3046,52,15000.0,13.2,63370.74,1084.97,85.54,66,14
3047,58,23673.5,18.65,167815.66,1604.78,79.42,65,7
3048,22,20825.71,6.85,2854.53,1616.54,78.61,67,45
3049,25,15000.0,22.58,16934.19,967.76,79.61,63,38
3050,53,15000.0,25.33,125394.26,933.35,86.35,65,12
3051,55,16091.6,9.08,51157.03,1219.16,85.63,64,9
3052,39,15900.17,23.34,70500.56,1015.8,75.0,66,27
3053,35,19543.24,21.16,62015.59,1284.07,79.89,64,29
3054,55,23484.15,15.27,125527.16,1658.14,84.15,67,12
3055,28,28199.12,9.12,20584.69,2135.5,89.79,64,36
3056,21,15000.0,28.87,4330.79,889.1,81.5,65,44
3057,58,15000.0,16.6,94621.56,1042.5,83.87,64,6
3058,42,15000.0,9.59,31650.58,1130.11,82.51,65,23
3059,37,20754.52,22.95,80988.26,1332.54,79.39,65,28
3060,36,22337.82,20.2,72186.73,1485.51,75.28,67,31
3061,21,36298.81,25.4,9221.7,2256.43,75.74,62,41
3062,23,15000.0,29.9,13456.09,876.22,85.94,61,38
3063,26,32456.4,6.12,11921.26,2539.13,82.6,65,39
3064,23,15000.0,23.48,10567.3,956.46,78.31,66,43
3065,50,22239.14,29.73,198339.39,1302.32,75.0,65,15
3066,31,29021.75,18.46,58918.12,1972.13,85.87,67,36
3067,47,30233.27,22.89,186871.51,1942.68,77.03,63,16
3068,42,51312.01,16.03,180931.67,3590.65,85.38,65,23
3069,26,72323.16,13.92,60401.45,5188.02,81.35,66,40
3070,58,26975.92,22.41,229736.41,1744.19,81.79,67,9
3071,61,15000.0,29.7,182668.75,878.72,90.0,65,4
3072,51,100000.0,7.29,226041.47,7725.69,75.0,64,13
3073,63,38989.65,15.55,260755.23,2743.8,77.61,67,4
3074,26,36870.16,28.52,63082.2,2196.37,89.99,66,40
3075,40,17790.76,7.82,27824.6,1366.63,86.67,64,24
3076,61,20724.19,21.27,180757.78,1359.62,80.79,65,4
3077,31,15000.0,15.75,25994.3,1053.07,90.0,63,32
3078,22,30829.79,14.42,8892.74,2198.62,87.02,65,43
3079,51,17469.71,10.24,55434.15,1306.79,79.39,65,14
3080,58,31548.51,9.41,112791.47,2381.69,76.63,61,3
3081,46,15215.9,17.91,70843.14,1040.93,89.0,67,21
3082,47,35426.66,14.44,138082.55,2526.04,77.93,64,17
3083,51,25371.89,17.29,135979.87,1748.79,83.25,64,13
3084,44,41596.87,9.9,98818.56,3123.29,89.48,63,19
3085,33,63305.77,13.76,113200.58,4549.84,82.9,63,30
3086,45,25378.09,29.91,189767.45,1482.28,82.05,63,18
3087,57,43590.17,14.2,229051.34,3116.63,75.0,65,8
3088,61,43693.34,15.32,274405.92,3083.38,86.99,62,1
3089,45,21793.69,5.5,29949.44,1716.31,75.0,64,19
3090,49,25086.07,14.52,105637.12,1786.95,88.76,67,18
3091,51,25226.23,24.08,188346.18,1595.88,75.0,63,12
3092,63,17709.22,17.89,136231.09,1211.75,77.86,67,4
3093,59,17791.64,21.43,148670.34,1164.96,87.84,62,3
3094,22,40633.41,18.91,15370.65,2745.67,89.24,66,44
3095,32,15442.32,7.64,14152.47,1188.58,82.47,64,32
3096,25,20441.43,13.3,13597.24,1476.83,80.19,63,38
3097,47,18707.23,22.36,112918.22,1210.42,82.77,66,19
3098,54,27726.37,18.7,176269.88,1878.5,75.0,61,7
3099,34,69577.97,21.87,213073.04,4529.87,87.46,64,30
3100,27,20035.93,14.0,19641.54,1435.83,78.9,65,38
3101,57,15000.0,9.84,54624.36,1126.97,80.73,63,6
3102,56,23227.56,25.75,215280.65,1437.3,82.43,64,8
3103,30,15000.0,14.41,21611.29,1069.91,83.39,62,32
3104,49,25046.57,21.38,155259.42,1641.07,84.23,67,18
3105,36,15048.17,14.53,34986.77,1071.79,88.13,64,28
3106,58,23897.77,28.18,255919.0,1430.25,88.35,62,4
3107,41,15000.0,29.8,93865.22,877.52,81.85,63,22
3108,58,19285.23,21.22,155531.95,1266.02,85.67,63,5
3109,61,15000.0,20.05,123330.75,999.33,86.35,63,2
3110,53,41217.61,26.02,353928.28,2541.04,75.0,65,12
3111,49,15335.16,17.91,79630.58,1049.11,79.81,67,18
3112,37,29062.88,26.74,132102.41,1774.35,77.47,63,26
3113,33,24089.46,15.32,47987.39,1699.84,82.13,64,31
3114,26,24329.79,5.8,8463.01,1909.94,88.28,65,39
3115,22,26542.44,28.16,14951.23,1588.9,85.89,63,41
3116,28,29776.99,23.04,54880.7,1909.74,86.1,63,35
3117,52,42323.25,17.77,240655.77,2900.23,80.03,63,11
3118,56,35125.02,28.62,361929.71,2089.28,80.04,67,11
3119,29,47241.22,27.17,115515.57,2867.18,78.98,66,37
3120,43,15000.0,7.71,26601.74,1153.62,77.52,64,21
3121,27,15000.0,20.61,21640.43,992.38,84.88,67,40
3122,51,50442.4,18.45,288545.99,3427.87,79.26,67,16
3123,41,29180.16,24.41,149591.71,1838.06,75.5,64,23
3124,21,15000.0,12.52,1877.88,1093.51,83.44,65,44
3125,22,19153.24,5.2,1993.04,1513.06,82.34,64,42
3126,60,28810.97,9.63,111037.35,2169.59,83.49,63,3
3127,31,21514.32,10.27,24313.04,1608.67,89.23,66,35
3128,57,29917.77,12.29,135994.26,2186.85,82.12,65,8
3129,38,15000.0,14.26,38501.52,1071.75,78.79,64,26
3130,64,21696.72,22.66,216361.91,1398.28,78.75,61,0
3131,44,23360.7,6.86,38439.31,1813.26,77.19,66,22
3132,39,15469.89,17.16,50448.86,1067.89,78.17,64,25
3133,25,19117.16,17.47,16695.11,1314.85,75.75,62,37
3134,49,17471.83,20.4,103346.84,1159.01,82.59,62,13
3135,59,15000.0,12.76,74667.57,1090.45,78.62,65,6
3136,22,16175.95,11.49,3718.76,1193.05,82.64,65,43
3137,37,24233.36,17.1,70434.51,1674.18,80.18,63,26
3138,31,15000.0,21.49,35458.83,981.37,81.47,62,31
3139,57,15717.93,6.11,35561.45,1229.73,90.0,67,10
3140,33,15000.0,12.34,24062.11,1095.76,87.72,62,29
3141,49,45258.62,24.68,323961.21,2840.63,75.0,62,13
3142,52,34996.76,17.1,191555.32,2417.55,78.95,65,13
3143,60,40230.66,28.8,463387.17,2387.17,75.0,63,3
3144,63,26384.53,26.69,302790.8,1611.91,79.99,65,2
3145,28,25520.06,13.6,27763.02,1837.47,83.66,64,36
3146,30,19819.47,23.16,45895.49,1269.16,87.37,63,33
3147,45,42198.1,11.86,125093.23,3099.53,87.12,62,17
3148,31,22287.89,9.38,23002.56,1683.06,83.59,62,31
3149,48,15000.0,27.03,113507.14,912.18,77.34,65,17
3150,53,15000.0,13.76,68093.35,1078.05,86.22,66,13
3151,59,26415.9,10.09,103902.34,1979.31,82.24,65,6
3152,46,15000.0,29.12,113585.21,885.94,82.95,65,19
3153,28,23125.5,5.78,10685.31,1815.82,90.0,63,35
3154,58,32191.02,14.17,173366.16,2302.4,77.28,67,9
3155,46,15000.0,5.96,23245.74,1175.49,90.0,65,19
