Edad,Ingreso Anual (€),Porcentaje Ahorro (%),Ahorro Actual (€),Gasto Mensual (€),Vida Esperada (años),Edad de Jubilación,Años Hasta Jubilación
33,28121.91,26.95,98542.47,1711.81,83.85,63,30
34,15000.0,22.08,46361.72,974.04,81.68,63,29
26,42559.83,20.95,53493.54,2803.69,87.76,65,39
36,44798.86,23.21,166389.78,2866.63,83.24,65,29
61,36761.59,23.46,353554.78,2344.86,85.56,63,2
41,15000.0,17.32,54572.44,1033.44,80.66,67,26
64,19679.71,15.48,134065.74,1386.06,75.0,64,0
36,41317.18,27.73,183329.73,2488.26,88.73,66,30
25,27503.2,17.43,23970.68,1892.42,82.63,64,39
44,16008.88,10.4,39941.03,1195.39,84.07,67,23
63,19803.79,18.04,153622.52,1352.6,86.08,66,3
21,15000.0,5.86,879.08,1176.74,83.29,64,43
30,39128.36,23.08,90319.82,2508.03,75.0,67,37
63,20932.06,8.17,73577.84,1601.75,80.24,66,3
55,52653.95,7.79,143618.25,4045.88,79.59,64,9
51,15000.0,28.66,133263.9,891.76,79.76,67,16
35,15000.0,24.31,54706.31,946.08,80.97,63,28
31,21452.5,15.36,36236.04,1513.19,82.28,63,32
29,68232.45,10.99,67485.06,5061.18,90.0,67,38
22,22898.78,26.09,11947.33,1410.43,84.62,66,44
64,15064.56,29.21,193646.26,888.63,85.6,64,0
50,22223.1,17.71,118063.7,1523.97,79.66,63,13
36,15710.56,19.5,49021.73,1053.89,89.44,63,27
21,35353.71,11.08,3915.9,2619.82,82.67,64,43
26,33883.12,19.73,40113.39,2266.46,81.92,62,36
31,49272.69,15.01,81380.91,3489.54,75.0,62,31
53,15000.0,26.14,129390.34,923.26,85.54,66,13
37,15000.0,14.43,36790.96,1069.65,86.66,62,25
54,19605.02,21.22,141442.83,1287.08,86.51,64,10
60,33120.55,10.09,133630.16,2481.65,75.0,64,4
45,36765.59,7.27,66792.24,2841.16,86.7,67,22
42,24835.64,6.01,32831.56,1945.27,80.44,64,22
46,33091.14,15.39,132420.65,2333.17,75.72,63,17
47,46980.74,9.09,115282.23,3559.25,90.0,62,15
58,15000.0,29.84,170070.93,877.04,89.56,66,8
29,45869.3,24.96,103039.08,2868.38,85.26,62,33
57,46573.5,22.33,384869.49,3014.3,84.62,67,10
25,16714.29,25.08,20962.19,1043.49,89.83,65,40
38,15000.0,11.57,31235.44,1105.39,79.56,64,26
42,32174.24,26.98,190984.73,1957.76,90.0,65,23
32,59595.22,29.89,213762.63,3481.81,82.21,63,31
64,15000.0,12.25,80825.99,1096.92,86.98,64,0
42,57535.74,29.62,374878.03,3374.65,84.7,61,19
26,15000.0,13.01,11708.92,1087.38,76.97,67,41
56,19732.47,5.29,37600.38,1557.33,82.1,64,8
47,15000.0,14.18,57430.42,1072.75,89.42,66,19
35,27320.02,29.94,122685.51,1595.08,78.13,67,32
37,23572.3,20.88,83667.36,1554.22,88.8,65,28
23,22580.35,22.39,15165.07,1460.44,85.32,64,41
30,16093.3,10.96,17636.13,1194.14,75.45,65,35
45,17789.57,8.65,38461.07,1354.26,82.0,64,19
41,21306.37,27.14,121423.49,1293.69,81.75,65,24
60,19331.23,15.33,118576.24,1363.9,76.9,64,4
29,21561.32,5.1,9901.87,1705.09,83.5,62,33
44,15000.0,12.36,44482.14,1095.55,75.22,66,22
52,15000.0,9.89,47487.85,1126.33,86.39,64,12
23,26199.25,20.09,15793.67,1744.56,77.56,63,40
53,26630.1,23.9,210058.64,1688.72,80.44,67,14
63,24764.61,17.44,185687.73,1703.86,81.99,67,4
32,28677.84,9.65,33200.25,2159.26,89.58,65,33
49,17564.64,6.45,32850.14,1369.32,75.67,67,18
41,18474.58,12.84,49808.44,1341.9,79.49,67,26
59,17343.0,25.15,170102.6,1081.78,82.77,67,8
54,15000.0,15.49,78987.98,1056.4,81.68,62,8
53,29359.8,11.31,109543.5,2170.02,82.55,63,10
52,32619.67,5.52,57599.76,2568.31,80.98,64,12
40,35098.98,17.4,122155.35,2415.93,83.4,66,26
23,18856.39,22.12,12513.41,1223.77,75.0,67,44
24,15386.34,9.76,6005.74,1157.08,89.08,66,42
37,17409.06,18.43,54543.49,1183.38,81.65,64,27
37,17021.78,15.52,44905.84,1198.36,90.0,63,26
39,15000.0,22.6,64406.27,967.52,80.31,61,22
24,25554.56,26.52,27103.29,1564.89,87.17,65,41
49,33584.88,12.68,123461.53,2443.97,78.27,67,18
37,24546.11,27.62,115250.79,1480.55,82.21,64,27
42,22276.2,22.67,111118.92,1435.45,76.98,65,23
22,16096.75,5.93,1908.8,1261.86,80.4,66,44
62,32241.61,24.78,335572.26,2020.98,78.34,63,1
32,21081.78,17.37,43931.92,1451.73,84.48,66,34
31,15000.0,28.64,47250.26,892.04,90.0,65,34
60,42684.33,13.09,223508.57,3091.38,84.25,65,5
49,30434.65,19.78,174582.26,2034.55,90.0,66,17
40,50385.42,28.9,291264.55,2985.18,85.53,63,23
25,39395.43,11.78,23201.93,2896.25,77.33,65,40
45,16130.96,16.8,67745.34,1118.43,90.0,63,18
54,19100.22,23.81,154639.42,1212.67,86.56,63,9
32,36525.73,22.28,97644.1,2365.73,75.04,65,33
48,15000.0,25.97,109063.84,925.41,81.89,63,15
54,50410.09,17.99,308422.6,3444.9,86.02,66,12
26,25945.05,12.97,20195.15,1881.6,84.82,65,39
39,33322.2,18.38,116349.53,2266.55,86.0,65,26
32,25886.9,13.75,42710.28,1860.64,87.09,67,35
45,22622.36,9.41,53223.42,1707.79,79.0,62,17
33,19050.01,18.87,46742.09,1287.87,84.53,62,29
37,20470.66,6.21,21609.19,1599.96,83.07,64,27
32,15000.0,5.91,10645.89,1176.07,80.74,66,34
23,29184.12,6.61,5791.01,2271.15,86.18,67,44
44,65471.27,21.82,342785.75,4265.71,82.99,61,17
28,15000.0,15.17,18209.61,1060.32,87.59,66,38
56,15000.0,17.35,93705.55,1033.09,83.55,62,6
46,48261.22,13.58,170463.1,3475.41,80.39,65,19
28,26603.42,11.34,24136.55,1965.53,82.8,64,36
52,34625.0,13.96,154650.52,2482.68,85.41,61,9
52,28329.25,9.83,89152.86,2128.6,82.2,62,10
21,15000.0,21.97,3295.34,975.39,79.79,64,43
23,34697.68,7.54,7852.14,2673.36,82.8,67,44
21,17214.48,17.92,3085.27,1177.43,89.14,63,42
35,15000.0,16.92,38071.52,1038.49,85.34,63,28
40,30309.5,12.55,76065.26,2208.85,83.83,67,27
23,24013.88,7.56,5444.36,1849.92,81.06,64,41
35,27080.45,22.58,91737.51,1747.05,83.09,63,28
57,26601.75,19.24,189357.88,1790.33,77.24,65,8
41,33361.22,25.24,176806.14,2078.49,81.11,64,23
62,42123.31,10.89,192629.83,3128.07,84.65,67,5
59,24483.85,24.79,236703.76,1534.54,82.55,61,2
43,45356.07,12.3,128298.16,3314.82,80.15,67,24
60,38787.2,7.81,121245.18,2979.67,75.89,62,2
55,31884.92,8.37,93439.31,2434.6,81.38,65,10
38,16524.87,10.53,31310.71,1232.12,78.31,65,27
37,35948.84,22.06,134819.76,2334.86,81.87,65,28
51,27276.68,11.1,93850.97,2020.77,83.41,64,13
46,15000.0,20.1,78377.42,998.79,89.22,67,21
42,15000.0,11.41,37663.13,1107.34,86.65,64,22
56,15000.0,14.13,76305.17,1073.37,83.19,64,8
55,15000.0,27.24,143025.92,909.46,90.0,66,11
31,15000.0,17.51,28889.93,1031.14,84.03,62,31
47,33465.19,20.01,180768.92,2230.84,78.42,63,16
54,22950.17,9.73,75938.72,1726.39,80.92,63,9
38,34248.93,8.29,51091.77,2617.54,90.0,64,26
47,15000.0,15.33,62084.5,1058.38,78.41,61,14
24,15000.0,26.38,15830.78,920.19,80.5,67,43
37,15000.0,11.02,28108.88,1112.21,87.0,65,28
26,31146.56,20.54,38389.34,2062.36,77.59,67,41
62,32018.11,26.8,360428.19,1953.04,87.15,66,4
31,19662.17,28.36,61338.67,1173.83,87.82,62,31
25,25879.72,29.84,38618.69,1513.0,83.44,63,38
38,17097.75,24.07,74089.79,1081.8,90.0,61,23
45,15324.08,6.88,26339.23,1189.21,81.17,66,21
30,26871.64,26.79,71979.86,1639.47,86.7,65,35
61,30682.4,27.14,341426.89,1862.91,75.0,63,2
36,53919.82,18.93,163330.21,3642.64,85.36,67,31
30,15000.0,6.69,10028.69,1166.43,88.76,66,36
30,15000.0,16.92,25374.95,1038.54,86.03,66,36
56,17194.33,10.27,63555.41,1285.74,80.13,63,7
41,29929.47,16.05,100894.1,2093.75,75.0,64,23
34,60107.21,23.1,194413.31,3851.71,87.79,65,31
28,23643.1,21.69,41023.16,1542.93,77.86,65,37
21,15000.0,24.5,3674.97,943.75,78.52,65,44
36,15000.0,16.91,40591.36,1038.59,80.69,67,31
46,16461.4,17.77,76054.11,1128.02,85.36,63,17
62,24703.25,28.39,294579.81,1474.12,88.08,62,0
26,31454.41,20.78,39216.58,2076.53,90.0,65,39
59,24570.2,23.69,226992.27,1562.49,82.84,65,6
22,15368.54,21.61,6643.18,1003.91,83.66,64,42
29,15000.0,21.01,28366.38,987.35,84.46,67,38
25,30574.14,27.84,42556.99,1838.56,79.81,65,40
60,16724.98,13.91,93072.11,1199.85,85.73,65,5
25,17431.93,15.69,13677.31,1224.71,79.29,64,39
28,15000.0,14.49,17392.51,1068.83,87.81,64,36
25,15000.0,24.13,18097.44,948.38,77.37,67,42
25,50134.55,26.71,66955.92,3061.95,86.68,65,40
37,15846.32,13.94,37546.04,1136.48,86.76,66,29
29,15000.0,8.56,11554.21,1143.02,75.0,64,35
54,23896.0,17.35,140984.16,1645.78,83.98,63,9
53,20452.67,29.61,199837.13,1199.75,90.0,64,11
42,15000.0,10.09,33303.75,1123.85,83.47,64,22
41,38964.54,16.3,133375.8,2717.78,82.69,65,24
63,30673.67,11.78,155435.99,2254.91,79.87,63,0
35,33565.54,28.07,141312.48,2012.06,84.91,64,29
21,25182.47,18.77,4727.49,1704.58,80.62,62,41
27,15000.0,19.47,20442.04,1006.64,84.76,64,37
43,21351.59,5.21,25568.58,1686.66,86.15,67,24
26,17319.58,21.32,22154.68,1135.59,83.78,64,38
40,15913.76,12.66,40289.87,1158.27,87.98,61,21
46,49920.85,17.84,231493.27,3418.11,84.41,65,19
62,15000.0,18.28,115143.11,1021.54,80.57,65,3
32,17473.24,19.81,41528.19,1167.71,75.0,64,32
33,22446.08,25.59,74666.95,1391.87,80.07,64,31
33,26820.8,12.47,43490.93,1956.28,81.58,67,34
22,51335.89,11.4,11708.72,3790.13,85.21,67,45
52,20297.29,24.9,161697.76,1270.35,75.0,65,13
51,25475.12,22.97,181384.63,1635.33,75.0,65,14
31,15000.0,10.64,17556.62,1117.0,75.0,62,31
57,29370.79,5.02,54563.19,2324.68,81.97,64,7
24,57972.77,21.65,50200.73,3785.22,75.78,63,39
54,17788.38,8.93,54005.76,1350.0,84.62,62,8
36,32909.41,28.92,152304.24,1949.2,80.44,66,30
51,15000.0,20.11,93512.35,998.62,75.0,67,16
45,18536.4,26.24,121604.76,1139.35,87.55,67,22
59,19006.31,25.14,186353.23,1185.67,82.29,66,7
28,26266.25,18.94,39809.01,1774.18,87.75,66,38
28,20541.32,15.96,26225.13,1438.6,82.58,64,36
54,38739.55,17.42,229446.08,2665.93,90.0,67,13
35,17037.38,25.07,64081.13,1063.78,85.58,65,30
25,31742.91,21.01,33347.93,2089.44,75.55,61,36
39,23878.08,10.14,46016.8,1788.01,79.76,65,26
30,15000.0,20.23,30350.82,997.08,79.14,64,34
29,15000.0,15.12,20407.5,1061.04,75.0,65,36
49,23702.36,6.53,44901.91,1846.17,86.88,64,15
60,15641.89,14.53,90921.5,1114.07,84.62,64,4
57,25277.24,10.69,99979.42,1881.26,89.68,62,5
39,15000.0,25.96,73999.15,925.44,75.0,61,22
33,28760.73,7.62,28509.03,2213.98,76.74,64,31
60,48254.2,14.02,270524.38,3457.59,77.53,63,3
36,19541.68,22.39,69997.67,1263.9,89.9,63,27
50,15000.0,27.43,123456.59,907.07,89.55,67,17
25,21421.4,13.38,14334.04,1546.22,75.91,66,41
53,15424.96,20.16,102624.05,1026.26,84.31,61,8
39,15000.0,14.34,40872.53,1070.73,85.61,61,22
39,19834.96,10.07,37957.87,1486.43,81.77,66,27
37,36254.5,13.14,81003.45,2624.13,90.0,67,30
44,16507.23,20.9,82790.6,1088.14,75.0,64,20
48,31216.83,22.91,200236.48,2005.46,75.0,64,16
62,19775.54,14.27,118482.36,1412.88,82.95,63,1
57,21051.6,8.81,68647.62,1599.69,76.34,65,8
42,38021.59,8.49,71007.83,2899.5,86.9,64,22
59,19152.22,25.32,189089.6,1191.98,75.0,63,4
36,32307.4,21.33,110268.19,2117.97,85.52,64,28
55,19659.54,23.2,159640.78,1258.2,82.28,64,9
47,29138.22,17.21,135367.89,2010.38,90.0,67,20
32,19288.07,16.43,38035.3,1343.21,78.25,66,34
48,23994.63,10.28,69057.75,1794.02,90.0,66,18
21,25049.18,9.21,2306.65,1895.21,86.23,64,43
59,30879.66,8.85,106555.06,2345.62,77.46,62,3
38,27998.52,29.79,150157.42,1638.04,77.64,67,29
43,15000.0,25.52,88051.91,930.97,87.79,64,21
42,54724.92,20.65,248654.33,3618.54,82.99,65,23
24,22316.61,10.36,9248.09,1667.05,81.55,65,41
31,34812.38,13.44,51472.25,2511.09,90.0,67,36
38,15000.0,13.77,37178.04,1077.88,86.23,63,25
27,32915.42,16.94,39035.33,2278.25,78.01,66,39
41,32294.58,15.55,105457.39,2272.73,79.44,64,23
55,24759.88,28.35,245713.06,1478.29,84.33,63,8
57,15000.0,23.02,127762.34,962.25,83.34,66,9
50,15350.55,7.04,32397.93,1189.22,85.79,66,16
37,15000.0,14.0,35697.25,1075.01,86.32,61,24
53,39396.37,8.32,108219.53,3009.75,89.92,66,13
36,15000.0,11.98,28761.27,1100.2,80.08,63,27
35,29058.86,28.97,126285.42,1719.99,90.0,65,30
33,19056.97,22.63,56067.65,1228.67,86.76,65,32
59,37853.38,5.2,76712.11,2990.53,83.46,65,6
23,24697.4,13.22,9796.13,1786.0,81.31,62,39
44,15950.56,15.97,61125.9,1116.97,84.01,65,21
43,15000.0,20.06,69215.75,999.22,75.0,62,19
21,17661.69,17.49,3089.59,1214.34,81.53,66,45
52,15000.0,6.74,32372.73,1165.7,88.65,62,10
53,53383.74,17.89,315138.45,3652.84,80.01,66,13
50,42486.7,8.26,105237.19,3248.23,75.0,67,17
22,22788.49,17.98,8194.74,1557.59,75.43,63,41
38,35235.49,11.15,70728.51,2608.84,80.48,66,28
50,21630.8,8.6,55838.65,1647.46,83.68,64,14
38,27396.13,12.2,60152.41,2004.53,77.83,66,28
25,36078.48,7.49,13512.39,2781.33,75.2,65,40
25,19550.86,12.1,11827.88,1432.11,78.37,63,38
28,32434.6,26.67,69211.08,1981.93,90.0,63,35
29,15000.0,12.68,17117.01,1091.51,90.0,67,38
52,24521.03,16.76,131476.29,1701.03,84.64,66,14
34,21868.4,18.0,55093.71,1494.43,83.36,65,31
33,18581.48,9.46,22844.91,1402.02,87.64,64,31
38,19863.67,16.04,57366.89,1389.72,75.18,65,27
24,19516.89,26.32,20550.91,1198.26,79.24,65,41
42,38330.42,7.01,59139.97,2970.19,75.0,62,20
40,21394.42,28.07,120110.36,1282.41,84.34,67,27
35,90278.22,26.78,362618.34,5508.64,81.78,62,27
27,15000.0,26.4,27715.52,920.05,78.06,66,39
33,29066.8,9.96,37649.18,2180.89,90.0,64,31
54,34455.65,17.11,200416.97,2380.09,88.21,66,12
61,18127.93,20.4,151650.9,1202.43,81.84,63,2
50,15000.0,7.5,33744.37,1156.27,78.02,64,14
25,17575.06,18.92,16627.01,1187.47,83.55,65,40
21,15000.0,26.0,3900.16,924.99,82.53,62,41
51,15000.0,28.41,132124.4,894.83,79.44,67,16
40,26730.88,11.96,63930.71,1961.2,77.11,67,27
39,80419.72,12.22,186695.34,5882.8,83.21,64,25
49,52458.79,11.77,179031.2,3857.11,83.13,64,15
58,16252.28,8.84,54571.52,1234.68,76.61,65,7
30,35342.15,15.77,55726.95,2480.79,75.0,65,35
49,18364.78,24.61,131076.74,1153.74,80.29,67,18
51,15000.0,22.8,106030.3,964.97,75.0,64,13
31,21134.15,27.51,63949.37,1276.71,78.02,66,35
43,15000.0,13.89,47932.7,1076.33,79.24,63,20
50,15000.0,19.31,86874.67,1008.68,84.27,65,15
45,34770.82,24.16,210045.21,2197.42,79.19,64,19
36,43563.05,27.45,191359.11,2633.59,83.37,65,29
43,15000.0,26.79,92438.81,915.08,77.49,64,21
53,45646.14,16.64,250621.04,3170.96,83.65,63,10
57,39312.95,27.67,402503.07,2369.54,80.38,64,7
48,18502.92,16.1,83418.4,1293.64,83.46,67,19
47,27653.16,27.57,205853.38,1669.08,88.5,65,18
26,54646.68,24.42,80082.32,3441.64,81.06,65,39
58,40659.38,10.54,162867.47,3031.12,81.24,66,8
57,28199.01,28.24,294663.49,1686.26,84.23,66,9
26,16044.68,11.06,10648.8,1189.16,84.62,63,37
45,17942.59,27.71,124299.54,1080.88,75.0,63,18
33,31246.23,20.38,82774.52,2073.25,76.27,65,32
53,28880.12,21.68,206661.92,1884.8,83.19,62,9
53,39377.72,7.73,100491.99,3027.71,90.0,64,11
45,15000.0,6.64,24913.22,1166.96,75.0,65,20
34,27514.81,29.21,112513.37,1623.18,79.14,61,27
60,31559.91,13.42,169453.9,2276.96,83.22,62,2
61,19514.26,26.11,208896.3,1201.6,77.14,67,6
62,72475.47,22.61,688299.0,4673.95,84.71,67,5
58,15000.0,20.1,114589.72,998.71,85.59,64,6
29,21416.13,22.13,42654.99,1389.72,84.2,65,36
38,31744.41,7.23,41338.91,2453.98,83.01,63,25
35,33919.65,15.31,77895.86,2393.88,76.92,64,29
24,19483.35,20.18,15724.55,1296.02,80.52,66,42
54,19465.64,26.69,176636.74,1189.2,88.35,67,13
58,31236.98,22.87,271434.68,2007.83,83.82,64,6
37,27782.06,11.32,53464.66,2053.09,75.0,64,27
27,23064.52,29.62,47827.07,1352.67,86.1,65,38
52,15000.0,21.08,101164.39,986.55,84.04,66,14
43,23714.95,17.53,95632.21,1629.75,80.28,67,24
40,49396.53,24.53,242383.54,3106.45,80.96,65,25
22,29576.12,20.07,11870.38,1970.08,78.93,63,41
41,15000.0,22.75,71661.6,965.63,82.37,62,21
32,15000.0,20.43,36771.0,994.65,82.02,63,31
62,35574.62,9.47,141508.71,2683.78,80.77,63,1
47,17502.8,18.58,87822.97,1187.51,83.32,62,15
30,42942.55,12.08,51863.99,3146.35,81.37,64,34
28,42453.67,19.26,65403.14,2856.52,87.01,63,35
41,20447.69,8.14,34942.92,1565.31,86.17,67,26
42,25913.38,10.8,61565.3,1926.25,75.26,64,22
33,27582.35,25.22,90424.56,1718.88,83.86,67,34
60,15000.0,15.13,90790.58,1060.85,80.61,64,4
32,51702.06,21.84,135529.44,3367.33,77.15,66,34
37,28268.69,17.45,83840.86,1944.74,83.65,64,27
29,23778.03,13.52,28927.61,1713.65,84.03,61,32
60,36070.95,17.38,250756.3,2483.5,90.0,64,4
32,25655.49,25.34,78020.92,1596.15,75.0,63,31
29,15000.0,12.04,16254.02,1099.5,79.65,64,35
50,15000.0,15.54,69912.41,1055.8,90.0,65,15
26,15000.0,10.06,9058.12,1124.19,78.24,65,39
45,22766.26,13.78,78428.18,1635.76,83.82,67,22
48,29034.7,27.13,220540.81,1763.19,83.02,67,19
30,20055.38,24.64,49422.59,1259.43,82.43,65,35
61,15000.0,14.34,88193.35,1070.75,79.18,67,6
48,17196.58,8.31,40012.34,1313.96,79.57,63,15
49,18316.99,15.5,82330.87,1289.83,83.59,62,13
56,33985.55,24.29,297220.72,2144.12,81.05,64,8
31,45067.24,6.1,30215.45,3526.7,83.53,64,33
41,15000.0,23.63,74445.58,954.58,84.39,65,24
58,21175.27,22.0,177007.12,1376.43,86.92,66,8
46,16284.15,6.62,28012.29,1267.23,87.32,63,17
38,19334.73,20.89,72705.97,1274.63,82.86,64,26
24,33558.32,12.47,16734.05,2447.9,76.41,62,38
64,17158.44,9.43,71209.92,1295.0,88.37,64,0
61,31014.59,14.62,185933.7,2206.64,83.75,63,2
35,59616.22,10.13,90628.82,4464.52,86.24,64,29
43,17586.4,25.61,103604.92,1090.15,84.42,63,20
61,19761.51,23.55,190807.38,1258.97,81.01,66,5
26,19541.32,29.52,34610.21,1147.75,80.45,61,35
63,72656.31,18.35,573353.04,4943.54,90.0,64,1
27,17153.28,7.23,8681.45,1326.09,82.63,67,40
35,45935.07,14.19,97801.84,3284.58,81.94,65,30
29,21634.57,25.97,50558.54,1334.75,78.15,66,37
50,23983.82,14.92,107362.94,1700.42,80.8,67,17
64,33328.24,16.39,240377.5,2322.09,87.04,64,0
63,18281.5,15.3,120268.29,1290.38,82.51,62,0
48,35999.52,10.88,109713.96,2673.43,88.75,64,16
50,19179.48,6.83,39298.06,1489.13,83.95,65,15
28,15000.0,9.51,11416.81,1131.07,82.78,64,36
55,36619.9,14.1,180700.97,2621.42,80.01,64,9
55,29886.42,11.14,116484.72,2213.19,82.54,66,11
46,16431.31,19.32,82530.85,1104.75,77.99,61,15
50,39197.88,20.35,239275.33,2601.84,85.39,64,14
55,15000.0,19.25,101071.17,1009.35,81.98,64,9
58,27212.82,7.12,73657.78,2106.2,81.04,63,5
31,15000.0,21.67,35757.99,979.11,80.94,64,33
40,18130.67,14.61,52994.1,1290.08,85.67,64,24
51,15000.0,26.95,125335.96,913.08,79.1,67,16
54,15000.0,18.14,92515.83,1023.25,87.34,64,10
32,22298.08,7.11,19032.39,1726.0,80.07,64,32
48,26004.57,5.23,38084.38,2053.7,85.37,63,15
23,29953.36,22.56,20274.96,1932.92,79.87,61,38
62,22044.98,15.01,139001.6,1561.28,79.31,63,1
25,27321.55,12.2,16666.01,1999.03,89.6,61,36
33,15000.0,16.18,31549.98,1047.76,85.52,66,33
32,15000.0,6.81,12257.68,1164.88,82.63,63,31
21,21831.11,14.8,3230.92,1550.02,75.0,67,46
63,15000.0,12.87,82995.34,1089.16,84.19,67,4
39,22087.61,25.0,104936.0,1380.39,87.18,65,26
49,15914.66,9.37,43251.13,1201.94,83.02,67,18
59,20347.97,23.91,189726.32,1290.27,82.18,67,8
62,15000.0,17.51,110313.4,1031.12,83.02,66,4
45,15000.0,7.05,26427.0,1161.91,84.24,65,20
36,15390.19,29.24,72006.31,907.48,79.16,67,31
37,15000.0,23.36,59555.87,958.06,81.96,66,29
48,15000.0,11.5,48309.9,1106.22,82.69,62,14
59,28037.16,19.54,213701.92,1879.8,86.81,64,5
63,35798.65,27.5,423294.17,2162.88,75.0,65,2
25,34118.59,28.27,48226.93,2039.43,86.95,65,40
21,20492.61,23.28,4770.46,1310.18,75.0,64,43
23,20285.21,23.19,14113.49,1298.39,78.77,65,42
44,23147.43,11.93,66298.1,1698.75,82.01,62,18
49,15877.94,29.74,136959.51,929.6,85.64,65,16
35,15000.0,11.09,24945.82,1111.41,87.55,64,29
24,39884.26,7.24,11542.76,3083.21,78.69,66,42
64,22185.05,29.43,287322.59,1304.58,85.05,65,1
21,21513.66,8.82,1897.75,1634.66,77.77,62,41
35,18800.79,18.04,50875.88,1284.09,76.36,64,29
44,29638.18,16.71,118833.1,2057.23,89.85,66,22
51,20763.74,26.21,168676.28,1276.88,89.63,64,13
40,17245.52,14.92,51448.5,1222.76,80.47,65,25
30,18623.59,17.55,32692.85,1279.53,75.0,67,37
31,22752.97,6.09,15250.83,1780.54,76.43,62,31
38,15000.0,10.2,27529.02,1122.55,87.56,63,25
54,44672.53,25.82,392245.46,2761.32,84.1,64,10
48,16259.87,16.96,77210.46,1125.2,76.67,66,18
58,15000.0,10.77,61407.77,1115.33,82.91,64,6
36,18233.93,14.22,41493.67,1303.38,78.13,62,26
44,34702.93,12.13,101005.45,2541.2,75.0,64,20
59,19259.24,18.91,142001.33,1301.52,76.74,65,6
32,39422.99,6.29,29738.26,3078.73,87.39,66,34
62,18679.19,10.62,83349.97,1391.22,75.0,67,5
27,15000.0,13.87,14567.83,1076.57,81.32,66,39
56,15000.0,28.21,152308.9,897.43,76.5,64,8
37,15629.99,20.58,54688.29,1034.42,87.93,63,26
24,30463.68,17.61,21454.16,2091.68,81.05,67,43
57,17515.62,9.77,63321.03,1317.02,87.12,65,8
53,15000.0,18.95,93784.31,1013.17,78.38,65,12
39,15000.0,28.23,80441.93,897.18,83.06,64,25
46,15000.0,19.16,74715.16,1010.53,78.69,63,17
31,83018.07,9.12,83277.8,6287.28,75.21,65,34
51,15143.36,29.93,140495.09,884.27,77.76,66,15
21,27484.2,17.47,4801.88,1890.19,79.87,64,43
60,15000.0,12.99,77933.29,1087.64,75.5,65,5
56,40693.36,17.58,257604.63,2794.81,85.96,61,5
49,15000.0,11.59,50426.37,1105.1,77.75,67,18
45,56126.8,5.76,80813.18,4407.86,87.21,67,22
38,59039.99,27.24,289463.95,3579.89,78.2,64,26
23,15000.0,15.72,7074.84,1053.48,80.2,64,41
38,40925.95,23.82,175491.18,2598.04,77.89,63,25
27,56314.16,29.28,115426.95,3318.72,81.92,63,36
48,15000.0,20.81,87421.7,989.82,77.97,65,17
37,15000.0,22.29,56840.54,971.37,77.52,65,28
45,15000.0,28.58,107178.84,892.74,89.44,64,19
38,15000.0,17.91,48367.43,1026.08,87.92,64,26
60,15000.0,13.0,77984.98,1087.53,90.0,65,5
63,18638.87,28.03,224689.38,1117.79,81.39,67,4
23,15000.0,6.72,3026.18,1165.94,75.0,62,39
45,31128.12,10.37,80662.29,2325.14,81.65,65,20
27,22364.65,13.53,21184.09,1611.53,78.22,62,35
30,27233.27,24.55,66865.27,1712.23,79.66,64,34
64,36856.75,27.6,447548.44,2223.77,81.79,64,0
64,25123.11,16.29,180123.97,1752.45,90.0,63,0
39,19693.86,12.15,45475.22,1441.7,82.5,63,24
35,15000.0,13.83,31118.1,1077.12,90.0,64,29
41,34501.48,21.41,155148.77,2259.45,78.62,62,21
41,25215.8,8.95,47394.04,1913.25,89.4,63,22
57,24572.63,18.69,169888.65,1665.09,82.84,62,5
48,16274.92,19.71,89822.94,1088.91,75.0,63,15
52,25593.97,22.7,185885.04,1648.75,82.89,65,13
61,15000.0,20.1,123599.3,998.78,85.52,66,5
47,25719.49,7.42,51553.45,1984.18,75.0,66,19
43,19295.08,22.22,98609.31,1250.64,80.61,64,21
30,31501.08,5.54,17463.21,2479.56,79.42,67,37
60,15000.0,14.76,88546.32,1065.53,86.84,63,3
61,22556.66,15.43,142668.48,1589.74,79.81,62,1
26,31301.0,7.92,14866.28,2401.94,80.08,67,41
44,22863.23,5.25,28788.07,1805.31,77.63,65,21
38,15000.0,6.78,18303.42,1165.26,77.24,64,26
30,15179.96,16.16,24527.02,1060.6,77.09,67,37
35,41506.93,11.01,68541.58,3078.12,76.03,66,31
63,21260.65,6.72,61475.99,1652.58,75.76,66,3
54,15000.0,11.41,58191.69,1107.37,89.47,63,9
28,41238.13,18.22,60110.55,2810.36,88.97,67,39
55,47802.56,23.55,394070.65,3045.28,87.74,65,10
47,15000.0,15.3,61965.14,1058.75,82.37,66,19
45,17128.71,20.33,87051.22,1137.22,79.87,64,19
23,18542.39,19.92,11080.44,1237.41,84.6,63,40
41,28756.06,27.41,165509.84,1739.55,89.36,64,23
59,20126.96,9.48,74451.54,1518.16,83.13,65,6
52,23416.94,16.91,126719.46,1621.41,80.03,65,13
41,20475.44,20.8,89418.43,1351.45,84.95,64,23
29,66167.57,17.99,107150.12,4521.83,90.0,65,36
21,29341.48,16.26,4770.5,2047.58,78.05,66,45
24,19019.04,29.34,22318.06,1119.96,76.79,65,41
24,19169.47,28.55,21891.8,1141.38,88.12,63,39
46,27905.28,20.29,147185.3,1853.69,87.18,64,18
54,15000.0,15.99,81545.9,1050.13,76.79,66,12
